raw_text,clean_text
"IC System XXXX  has placed a collection on my credit report with the credit report agencies, effective XX/XX/year>. The amount is {$750.00}. Original creditor, XXXX. 
When XXXX XXXX XXXX acquired XXXX, I turned in the equipment to XXXX and was told my service and billing would be with XXXX XXXX XXXX. I am still with XXXX XXXX XXXX and my bill is current. 
I filed a complaint with XXXX  in XX/XX/year> and XXXX  in XX/XX/year>, contesting the collection from IC System XXXX. 
I called the company, IC System XXXX, in XXXX. I told them I had an account once with XXXX, and when XXXX XXXX XXXX acquired them, I was told by both companies to return the modem to XXXX and that I would be receiving my service and bills from XXXX XXXX XXXX. I asked the lady at IC System to send an itemized breakdown of the charges that totals {$750.00} and she refused, saying the amount is what it is and that they previously mailed out a bill and thereafter reported a collection due on my credit reports.",system placed collection credit report credit report agency effective year amount original creditor acquired turned equipment service billing bill current filed complaint year year contesting collection system called system acquired company return modem receiving service bill asked lady system send itemized breakdown charge total refused saying amount previously mailed bill thereafter reported collection due credit report
The debt to the complex was paid in full prior to me moving out and should have never been sold to the collection company.,debt complex paid full prior moving never sold collection
"I requested validation of the debt via XXXX  dispute, which results as of XX/XX/year> show that Waypoint is reporting the account but upon contacting them via telephone today XX/XX/year> they state that they do not have this account. I spoke with representative XXXX XXXX, who advised that I contact XXXX. I then spoke with representative XXXX XXXX XXXX who also states that waypoint does not have this account. ( spoke with both XX/XX/year> )",requested validation debt via dispute result year show waypoint reporting upon contacting via telephone today year state spoke representative advised contact spoke representative state waypoint spoke year
"XXXX XXXX XXXX XXXX XXXX XXXX, GA XXXX XX/XX/year> VIA CERTIFIED MAIL RE : CEASE AND DESIST COMMUNICATION DEMAND PURSUANT TO 15 U.S.C. 1692c ( c ) To Whom It May Concern : This letter serves as formal notice that I am exercising my rights under the Fair Debt Collection Practices Act ( FDCPA ), specifically 15 U.S.C. 1692c ( c ). You are hereby directed to cease and desist all communications with me regarding any alleged debt associated with the following accounts : XXXX XXXX XXXX  Account ending in XXXX Pursuant to 15 U.S.C. 1692c ( c ), upon receipt of this notice, you must cease all communication with me regarding the above-referenced accounts except as expressly permitted by law, including : Advising that your collection efforts are being terminated ; Notifying me that you may invoke specified remedies ordinarily invoked by your organization; or Notifying me that you intend to invoke a specified remedy. 
This demand applies to all forms of communication, including but not limited to telephone calls, text messages, emails, voicemails, postal mail, social media messages, and communications through third parties. 

This correspondence is not an acknowledgment of liability, an admission of responsibility, a promise to pay, or a waiver of any rights. I expressly dispute any alleged obligation associated with the accounts listed above and reserve all rights and remedies available under federal and state law. 

Please provide written confirmation that you have received and complied with this request. 

Sincerely, XXXX XXXX Sent from my iPhone",year via certified mail cease desist communication demand pursuant may concern letter serf formal notice exercising right fair debt collection practice act fdcpa specifically hereby directed cease desist communication regarding alleged debt associated following account ending pursuant upon receipt notice must cease communication regarding referenced account except expressly permitted law including advising collection effort terminated notifying may invoke specified remedy ordinarily invoked organization notifying intend invoke specified remedy demand applies form communication including limited telephone call text message email voicemail postal mail social medium message communication third party correspondence acknowledgment liability admission responsibility promise pay waiver right expressly dispute alleged obligation associated account listed reserve right remedy available federal state law provide written confirmation received complied request sincerely sent iphone
"Delete this account because you can not furnish any documentation that would verify ownership. Please provide documentation that the following account belongs on my credit report and that my rights have not been violated. In compliance to 15 U.S. Code 1692e ( 6 ) Debt collectors are legally obligated to adhere to 15 U.S. Code 1692e ( 6 ), which forbids them from providing false information or insinuating inaccuracies about the nature, amount, or legal standing of a debt. It is against the law to make deceptive statements or misrepresentations concerning the debt being pursued for collection.",delete furnish documentation verify ownership provide documentation following belongs credit report right violated compliance code debt collector legally obligated adhere code forbids providing false information insinuating inaccuracy nature amount legal standing debt law deceptive statement misrepresentation concerning debt pursued collection
PORTFOLIO RECOV ASSOC is falsely reporting on my credit. I have never had any accounts with them. Per my research PORTFOLIO RECOV ASSOC is a debt collector. They are falsely reporting on my credit!! Account number is XXXXXXXX XXXX XXXX XXXX XXXX  is falsely reporting to my credit file and is against my rights and fair credit act. Under U.S Code 1618d - Disclosure of investigation consumer report ; you are in violation.,portfolio recov assoc falsely reporting credit never account per research portfolio recov assoc debt collector falsely reporting credit number falsely reporting credit file right fair credit act code disclosure investigation report violation
"Portfolio Recovery Associates , LLC [ Address of PRA, if known ] * * RE : Formal Dispute and Request for Validation Account Ending in XXXXXXXX XXXX XXXX To Whom It May Concern, I am writing in response to the correspondence I received regarding the account ending in XXXX, which is currently under investigation. 
I am formally disputing the validity of this debt. Despite your claim that the account was opened on XX/XX/year>, and that a balance was due at the time of your purchase, I maintain that this debt is not accurate. 
In accordance with my rights under the Fair Credit Reporting Act ( FCRA ), I am requesting that you provide full validation of this debt. Please provide the following documentation to substantiate your claim : * Proof that I am legally obligated to pay this debt. 
* The original contract or agreement showing the signature of the responsible party. 
* A complete and itemized accounting of the alleged balance of {$310.00}. 
* Proof that your company has the legal right to collect this specific debt. 
Please be advised that while this investigation is ongoing, I expect you to maintain the status of this account as "" disputed '' with all major credit reporting agencies, as you previously indicated. 
I look forward to receiving this documentation within XXXX  days. Should you be unable to provide verifiable proof of this debt, I expect you to immediately cease all collection activities and remove this entry from my credit report.",portfolio recovery associate llc address pra known formal dispute request validation ending may concern writing response correspondence received regarding ending currently investigation formally disputing validity debt despite claim opened year balance due time purchase maintain debt accurate accordance right fair credit reporting act fcra requesting provide full validation debt provide following documentation substantiate claim proof legally obligated pay debt original contract agreement showing signature responsible party complete itemized accounting alleged balance proof legal right collect specific debt advised investigation ongoing expect maintain status disputed major credit reporting agency previously indicated look forward receiving documentation within day unable provide verifiable proof debt expect immediately cease collection activity remove entry credit report
MIDLAND CREDIT MANAGEM is falsely reporting on my credit. I have never had any accounts with them. Per my research MIDLAND CREDIT MANAGEM is a debt collector. They are falsely reporting on my credit!! Account number is XXXX is falsely reporting to my credit file and is against my rights and fair credit act. Under U.S Code 1618d - Disclosure of investigation consumer report ; you are in violation.,midland credit managem falsely reporting credit never account per research midland credit managem debt collector falsely reporting credit number falsely reporting credit file right fair credit act code disclosure investigation report violation
"This debt collector has done unjustifiable practices of the FDCPA which it prohibits. They furnished this account that we didn't agree upon and I didn't sign an agreement on. A legal contract is signed by two parties and I did not participate in any of it. They didn't follow the proper 5-step validation procedure. According to the FDCPA, I'm entitled to compensation for these violations and clearly, they violated my rights and abused my privileges. 

This situation has caused me significant XXXX  and XXXX, affecting my mental health and overall well-being. It has been frustrating and emotionally draining to deal with an account that I do not believe has been properly validated. I demand this account be taken off immediately.",debt collector done unjustifiable practice fdcpa prohibits furnished agree upon sign agreement legal contract signed two party participate follow proper step validation procedure according fdcpa entitled compensation violation clearly violated right abused privilege situation caused significant affecting mental health overall well frustrating emotionally draining deal believe properly validated demand taken immediately
"Jefferson Capital LLC collecting for XXXX for {$750.00} Acct # XXXX. 
I completed my contract and even went past and I turned in my XXXX XXXX. The workers in the store told me that was all I needed and i didnt owe anything so I left. Then I started getting bills and called them and told them what had been done in the store and they said I owed {$750.00}. I did exactly what the workers in the store said I was supposed to do. Then this collection agency started calling and I explained it to them. They started talking to me in a terrible way. Horrible language and threatening to keep calling me. They still call like once a year and this is old. I did what I was told I had to do and then they changed the rules. I dont feel that I owe this debt.",jefferson capital llc collecting acct completed contract went past turned worker store needed didnt owe anything left started getting bill called done store owed exactly worker store supposed collection agency started calling explained started talking terrible way horrible language threatening keep calling call like year old changed rule dont feel owe debt
"I dispute this medical collection account. The debt has not been properly verified, contains reporting inconsistencies, and lacks sufficient documentation. I request investigation and deletion.",dispute medical collection debt properly verified contains reporting inconsistency lack sufficient documentation request investigation deletion
"Accounts CHARGEOFF/COLLECTION-related accounts Data Reporter Name I.C. SYSTEM, INC Data Reporter Street Address XXXX XXXX XXXX Data Reporter City XXXX  XXXX Data Reporter State MN Data Reporter  Postal Zip Code XXXX Data Reporter Telephone Number XXXX Data Verifier Internal Code Identification Number ( XXXX  ) XXXX",account chargeoff collection related account data reporter name system inc data reporter street address data reporter city data reporter state data reporter postal zip code data reporter telephone number data verifier internal code identification number
Calls start at XXXX am until XXXX and I have been getting them everyday XXXX times a day even after I have spoken to a supervisor and account was notated. I have a payment scheduled on the account as well. I also receive text messages with the phone calls and have logs to prove. With having XXXX battling my XXXX  XXXX  XXXX not ignoring this. Its super stressful to see it on my phone with all these phone calls and text messages.,call start getting everyday time day spoken supervisor notated payment scheduled well receive text message phone call log prove battling ignoring super stressful see phone phone call text message
"To Whom It May Concern, I am filing this complaint against XXXX regarding the misapplication of payments on my personal loan account, improper interest charges, and failure to notify me of changes to my loan terms. 
-- - ACCOUNT DETAILS- Original Loan Amount : {$4100.00} - Total Payments Made : {$5700.00} - Loan Origination Year : XX/XX/XXXX -- - SUMMARY OF COMPLAINT XXXX. MISAPPLICATION OF PAYMENTS IN VIOLATION OF PREPAYMENT CLAUSE My original loan contract includes the following Prepayment clause : "" There is no penalty to prepay all or any part of your loan ( XXXX ). Making extra payments on your loan ( XXXX ) can help pay off the loan sooner and reduce the total interest paid over the lifetime of the loan ( XXXX ). '' Despite this clause, my payments including a payment made XXXX  days after the promotional period ended on XX/XX/XXXX were applied toward interest rather than the principal balance. This is a direct contradiction of the prepayment terms outlined in my contract, which explicitly state that extra or early payments should reduce the principal and, consequently, the total interest owed. My account continued to reflect an outstanding principal balance despite total payments of {$5700.00} exceeding the original loan amount of {$4100.00} by {$1600.00}. 

XXXX. FAILURE TO NOTIFY OF CHANGES TO LOAN TERMS After more than XXXX years of consistent, on-time payments, I was not notified that my loan terms were changing specifically, that any payment made after the promotional period would be applied entirely to interest rather than to the principal. I did not receive any written notice, email, or communication alerting me to this change or the expiration of the promotional period. Consumers are entitled to timely and clear notification of material changes to their loan terms. The absence of such notification is a deceptive practice under consumer financial protection law. 

XXXX. INABILITY TO REACH CUSTOMER SUPPORT Upon noticing that my principal balance was not decreasing despite continued payments, I made multiple attempts to contact XXXX- XXXX  customer support team. I was unable to reach a representative. With no guidance available, and in good faith, I made an additional payment on XX/XX/XXXX to resolve the outstanding balance. This payment has caused me significant financial hardship. 
-- - RESOLUTION REQUESTED I respectfully request the following : XXXX. A full refund or credit of the overpaid amount of {$1600.00}, representing payments made in excess of the original {$4100.00} principal. 
XXXX. Forgiveness of all interest and fees accrued, given the lender 's failure to properly apply payments per the prepayment clause and failure to notify me of changing loan terms. 
XXXX. A complete, itemized account statement showing how each payment was applied. 
XXXX. A review of whether XXXXXXXX XXXX practices regarding promotional loan period expirations and payment application comply with applicable federal consumer financial laws. 

I attempted to resolve this matter directly with XXXX XXXX and was denied. I am submitting this complaint to the CFPB to seek a fair resolution and to ensure other consumers are not subjected to the same practices. 

Thank you for your attention to this matter.",may concern filing complaint regarding misapplication payment personal loan improper interest charge failure notify change loan term detail original loan amount total payment loan origination year summary complaint misapplication payment violation prepayment clause original loan contract includes following prepayment clause penalty prepay part loan making extra payment loan help pay loan sooner reduce total interest paid lifetime loan despite clause payment including payment day promotional period ended applied toward interest rather principal balance direct contradiction prepayment term outlined contract explicitly state extra early payment reduce principal consequently total interest owed continued reflect outstanding principal balance despite total payment exceeding original loan amount failure notify change loan term year consistent time payment notified loan term changing specifically payment promotional period applied entirely interest rather principal receive written notice email communication alerting change expiration promotional period consumer entitled timely clear notification material change loan term absence notification deceptive practice financial protection law inability reach customer support upon noticing principal balance decreasing despite continued payment multiple attempt contact customer support team unable reach representative guidance available good faith additional payment resolve outstanding balance payment caused significant financial hardship resolution requested respectfully request following full refund credit overpaid amount representing payment excess original principal forgiveness interest fee accrued given lender failure properly apply payment per prepayment clause failure notify changing loan term complete itemized statement showing payment applied review whether practice regarding promotional loan period expiration payment application comply applicable federal financial law attempted resolve matter directly denied submitting complaint cfpb seek fair resolution ensure consumer subjected practice thank attention matter
"I am writing to dispute a collection account appearing on my consumer credit report from Harris and Harris. I have no knowledge of this debt, have never received any written notice or validation of this debt, and have no record of any agreement, contract, or transaction with Harris and Harris or any original creditor they may represent. 
This collection is appearing on my credit report without my knowledge of its origin, the original creditor, the amount allegedly owed, or the date it allegedly originated. I have not been provided with any documentation substantiating this debt. 
Under the Fair Debt Collection Practices Act ( FDCPA ) and the Fair Credit Reporting Act ( FCRA ), I have the right to request validation of this debt and to dispute any inaccurate or unverifiable information on my credit report. I am formally disputing this account as unknown and unverifiable. 
I am requesting that the CFPB investigate this matter and that Harris and Harris : 1. Provide complete verification of this debt, including the name and address of the original creditor, the original account number, the date the debt was incurred, and the amount originally owed. 
2. Provide a copy of any signed agreement or contract bearing my signature that establishes my obligation to pay this debt.

3. Provide documentation showing the chain of ownership of this debt from the original creditor to Harris and Harris. 
4. Immediately cease reporting this unverified collection to all consumer reporting agencies until the debt is fully validated.

If Harris and Harris can not provide adequate validation of this debt, I request that this collection account be permanently removed from all of my consumer credit reports. 
I am prepared to escalate this matter further if a satisfactory resolution is not reached. I appreciate the CFPBs assistance in investigating this dispute.",writing dispute collection appearing credit report harris harris knowledge debt never received written notice validation debt record agreement contract transaction harris harris original creditor may represent collection appearing credit report without knowledge origin original creditor amount allegedly owed date allegedly originated provided documentation substantiating debt fair debt collection practice act fdcpa fair credit reporting act fcra right request validation debt dispute inaccurate unverifiable information credit report formally disputing unknown unverifiable requesting cfpb investigate matter harris harris provide complete verification debt including name address original creditor original number date debt incurred amount originally owed provide copy signed agreement contract bearing signature establishes obligation pay debt provide documentation showing chain ownership debt original creditor harris harris immediately cease reporting unverified collection reporting agency debt fully validated harris harris provide adequate validation debt request collection permanently removed credit report prepared escalate matter satisfactory resolution reached appreciate cfpbs assistance investigating dispute
In 2019 I was a victim of identity theft my phone number & emails were cloned on my name and account I call creditors to inform as I was locked out of all online accounts,victim identity theft phone number email cloned name call creditor inform locked online account
I requested that all credit bureaus remove debt that could not be validated. They still have it listed on my credit report stating it was able to verify yet no document was sent to prove that the debt was verified. I reached out via mail with 21 days of receiving the debt and no response. I then notified the credit bureaus to remove and they did not remove or provide proof the the findings they claim to use. The original letter was sent out in XXXX and the credit bureau letters was sent in XXXX and XXXX.,requested credit bureau remove debt could validated listed credit report stating able verify yet document sent prove debt verified reached via mail day receiving debt response notified credit bureau remove remove provide proof finding claim use original letter sent credit bureau letter sent
"Product/Debt Type : Telecommunications / Debt sale or assignment to third-party collector -- - Complaint Details : I am filing this complaint against XXXX XXXX for selling or assigning an alleged debt to Transworld Systems Inc. ( TSI ) a third-party debt collector and for TSI 's subsequent unlawful collection practices conducted on XXXX 's behalf. 

Issue XXXX Debt Collector Acting on XXXX 's Behalf Is Violating Federal Law On or about XXXX XXXX, 2026, I received a collection notice from Transworld Systems Inc. ( TSI ) claiming to collect a debt on behalf of XXXX XXXX on account # XXXX. The collection notice contains multiple violations of the Fair Debt Collection Practices Act ( FDCPA ), including : - Burying my dispute and validation rights behind a scroll-through HTML email format - Stating that XXXXTSI will XXXX assume XXXX the debt is correct if I do not dispute within 30 days a false and misleading statement under 15 U.S.C. 1692e ( 5 ) - Adding {$230.00} in fees without contractual or statutory authorization under 15 U.S.C. 1692f ( 1 ) - Sending debt collection communications via email without my consent, creating a risk of third-party disclosure under 15 U.S.C. 1692c ( b ) Under the FDCPA, the original creditor ( XXXX ) bears responsibility for the conduct of third-party collectors it hires or to whom it sells debts. By assigning this debt to TSI and by TSI engaging in these unlawful practices XXXX is jointly liable for the harm caused. 

Issue 2 I Do Not Recognize This Debt I have no knowledge of owing XXXX XXXX {$1300.00} or any amount close to that figure. I have requested full validation of this debt including the original signed contract, a complete itemized accounting, and proof of TSI 's authority to collect and have not received adequate documentation. Until proper validation is provided, XXXX should not permit any third-party collector to report this debt to credit bureaus or continue collection activity. 

Issue 3 Potential Credit Reporting Harm If XXXX or TSI is reporting this unvalidated debt to credit bureaus, it is causing ongoing harm to my credit score and my ability to obtain loans, housing, and employment. This constitutes a further violation of the Fair Credit Reporting Act ( FCRA ), 15 U.S.C. 1681s-2, which requires furnishers of credit information to ensure accuracy. 

Desired Resolution : I request that the CFPB investigate XXXX XXXX for : 1. Selling or assigning a potentially invalid debt to a third-party collector that is engaging in FDCPA violations 2. Ensuring that all references to this account are removed from my credit reports until the debt is fully validated XXXX. A formal review of XXXX 's debt sale and collection practices to ensure compliance with federal consumer credit laws.",product debt type telecommunication debt sale assignment third party collector complaint detail filing complaint selling assigning alleged debt transworld system inc tsi third party debt collector tsi subsequent unlawful collection practice conducted behalf issue debt collector acting behalf violating federal law received collection notice transworld system inc tsi claiming collect debt behalf collection notice contains multiple violation fair debt collection practice act fdcpa including burying dispute validation right behind scroll html email format stating tsi assume debt correct dispute within day false misleading statement adding fee without contractual statutory authorization sending debt collection communication via email without consent creating risk third party disclosure fdcpa original creditor bear responsibility conduct third party collector hire sell debt assigning debt tsi tsi engaging unlawful practice jointly liable harm caused issue recognize debt knowledge owing amount close figure requested full validation debt including original signed contract complete itemized accounting proof tsi authority collect received adequate documentation proper validation provided permit third party collector report debt credit bureau continue collection activity issue potential credit reporting harm tsi reporting unvalidated debt credit bureau causing ongoing harm credit score ability obtain loan housing employment constitutes violation fair credit reporting act fcra requires furnishers credit information ensure accuracy desired resolution request cfpb investigate selling assigning potentially invalid debt third party collector engaging fdcpa violation ensuring reference removed credit report debt fully validated formal review debt sale collection practice ensure compliance federal credit law
"I am writing to formally request debt validation for a collection account mentioned in a letter I recently received. Under my rights through the Fair Debt Collection Practices Act ( FDCPA ), I ask that your office provide clear proof that the debt is valid. This should include the name of the original creditor, the amount owed, a full payment record, and proof that I am responsible for this debt. 

I am making this request to ensure the information being reported is accurate and not the result of a mistake, fraud, or confusion. While waiting for proper validation, I ask that you pause all collection activity and reporting related to this account, as allowed by law.",writing formally request debt validation collection mentioned letter recently received right fair debt collection practice act fdcpa ask office provide clear proof debt valid include name original creditor amount owed full payment record proof responsible debt making request ensure information reported accurate result mistake fraud confusion waiting proper validation ask pause collection activity reporting related allowed law
I sent to XXXX  requested original contract or application full itemized account and history. Chain of ownership from XXXX to Jefferson capital XXXX Proof of legal authority to collect this debt. Immediately provide full validation of this debt. Mistaken identity or unverified data reporting. I do not or have I had an account with XXXXXXXXXXXX. XXXX  keep continued reporting this account as valid without substantiating the debt. Simply verifying without providing documentation does not constitute proper validation under the Fair Debt Collection Practices Act ( FDCPA ),sent requested original contract application full itemized history chain ownership jefferson capital proof legal authority collect debt immediately provide full validation debt mistaken identity unverified data reporting keep continued reporting valid without substantiating debt simply verifying without providing documentation constitute proper validation fair debt collection practice act fdcpa
"The collection company LVNV FUNDING LLC had contacted me through phone calls and trying to collect a debt which they failed to provide legal documents of the actual contract, has my signature and I agreed to the terms and conditions of the credit card which they said i used or owed these debts because there are XXXX debts with this company.but I told them that these debts are wrong and they are assigning to my name and I told them many times that they are mistaken me for someone else which may have my same name.",collection lvnv funding llc contacted phone call trying collect debt failed provide legal document actual contract signature agreed term condition credit card used owed debt debt debt wrong assigning name many time mistaken someone else may name
